AlGaN,xbarrier,lsg,lg,lgd,Recess,Vth,ss,ss_at,i_on,i_off
0.01,0.20,0.75,2.00,7.00, 10.00,0.9590486026513325,117.38330297723635,0.83297919,0.07400204600279897,-4.236061002385271e-12
0.01,0.20,0.75,2.00,7.00, 5.00,-1.8254271727609312,84.60541654931929,-1.8970349999999998,0.0883614206219621,-4.279715264392075e-12
0.01,0.20,0.75,2.00,7.00, 8.00,-0.4414412452630018,98.00693074366677,-0.475,0.0862059252544956,6.38778310112001e-12
0.01,0.20,1.00,1.50,10.00, 1.00,-3.0964366793661497,80.7042924411184,-3.1347744,0.07365643268421053,2.0786899539315166e-12
0.01,0.20,1.00,1.50,10.00, 10.00,0.9342311434593792,116.5486051794151,0.67691573,0.06544739400660343,6.611770444958571e-12
0.01,0.20,1.00,1.50,10.00, 3.00,-2.4964084744462025,89.6618219967529,-2.6125,0.07352160029092716,5.207077674955125e-12
0.01,0.20,1.00,1.50,10.00, 5.00,-1.8292791086269946,84.211835262178,-1.9,0.07328284515814736,1.6670169122955593e-12
0.01,0.20,1.00,1.50,10.00, 8.00,-0.4477306432721001,98.59904273225638,-0.475,0.07212957236151046,9.411332660526314e-12
0.01,0.20,1.00,1.50,4.00, 1.00,-3.1326340257549563,83.85163166854397,-3.0875,0.1155508285467958,-4.059740211844801e-12
0.01,0.20,1.00,1.50,4.00, 10.00,0.9443185529841067,117.541080789362,0.87105191,0.09588295897675986,1.3083284421489932e-12
0.01,0.20,1.00,1.50,4.00, 5.00,-1.876453668331854,87.08348095689723,-1.9091356,0.11441538908260243,2.1787201400771587e-12
0.01,0.20,1.00,1.50,4.00, 8.00,-0.501809729840304,98.08680100502454,-0.7082858,0.1117724452251961,2.2251315326158e-12
0.01,0.20,1.00,1.50,7.00, 1.00,-3.1109337433091295,83.23040181384654,-3.0875,0.08998025408795958,2.3774563736842107e-12
0.01,0.20,1.00,1.50,7.00, 10.00,0.9349734240875771,117.44772567974331,0.86071285,0.0778554032712376,2.4190009894736835e-12
0.01,0.20,1.00,1.50,7.00, 3.00,-2.512558101148395,89.92413018569741,-2.6125,0.08975967207368421,1.3108650210526318e-11
0.01,0.20,1.00,1.50,7.00, 5.00,-1.8483791004743333,87.95713328417652,-1.9472744,0.08938040675789474,-1.4634244645057126e-12
0.01,0.20,1.00,1.50,7.00, 8.00,-0.4719678886860097,98.36305962733886,-0.475,0.08770803078595368,8.204058947368419e-12
0.01,0.20,1.00,1.80,10.00, 1.00,-3.0838132338836863,82.44203656910284,-3.0875,0.07270252994736842,1.513458931578946e-12
0.01,0.20,1.00,1.80,10.00, 10.00,0.9492757330589602,117.71179713054173,0.95658414,0.06328773805010274,4.1822582947368414e-12
0.01,0.20,1.00,1.80,10.00, 3.00,-2.48388904236252,90.29964980947379,-2.375,0.07252794849772211,7.519863573684209e-12
0.01,0.20,1.00,1.80,10.00, 5.00,-1.8175592797341347,86.73882982791083,-1.9,0.07224282339610105,6.918694910526317e-12
0.01,0.20,1.00,1.80,10.00, 8.00,-0.43842254019659205,98.94408025108282,-0.5236875,0.07091891390683787,1.0969322026562041e-13
0.01,0.20,1.00,1.80,4.00, 1.00,-3.119770803113126,83.42899691932897,-3.2209363,0.11315138362081158,5.673708103099482e-12
0.01,0.20,1.00,1.80,4.00, 10.00,0.9511014049324644,117.10383725051086,0.89742059,0.09121385372812625,3.1046166584608e-12
0.01,0.20,1.00,1.80,4.00, 3.00,-2.5239496569155233,83.22572454470566,-2.5410244,0.11262678872596217,9.144275026057113e-12
0.01,0.20,1.00,1.80,4.00, 5.00,-1.867356885208791,86.09511388307347,-1.88705,0.11182735662193233,1.7899243052619967e-12
0.01,0.20,1.00,1.80,4.00, 8.00,-0.4866944277992895,97.62344796387345,-0.48695343,0.10879963338691569,-4.971790561777327e-12
0.01,0.20,1.00,1.80,7.00, 1.00,-3.098132114029734,81.93902499929203,-3.0875,0.08853632888421052,5.892896310526316e-12
0.01,0.20,1.00,1.80,7.00, 10.00,0.9500918092797472,117.33696900354197,0.9152239999999999,0.07478303275686064,-1.640789650647396e-12
0.01,0.20,1.00,1.80,7.00, 3.00,-2.4999908744761967,83.31763008206038,-2.6125,0.08825372542105264,1.2127250513157896e-11
0.01,0.20,1.00,1.80,7.00, 5.00,-1.8357675812641376,89.48047338013006,-1.7111875,0.08780481083475285,-5.696405593895993e-12
0.01,0.20,1.00,1.80,7.00, 8.00,-0.4587933759665561,98.10798999990021,-0.52227437,0.08586810439600633,1.3022453646008414e-11
0.01,0.20,1.00,2.00,10.00, 1.00,-3.077064490589322,81.28245079424667,-3.0875,0.07207025654595031,4.670721870051031e-12
0.01,0.20,1.00,2.00,10.00, 10.00,0.9573630959247507,81.71297208290294,0.46304896,0.061936004571720236,8.540328463157893e-12
0.01,0.20,1.00,2.00,10.00, 3.00,-2.477450176374038,80.87930595930713,-2.6125,0.07187805132266357,6.6919152421052635e-12
0.01,0.20,1.00,2.00,10.00, 5.00,-1.8103904806508777,81.62650264456768,-1.9,0.07157228938497305,-1.7262514565789471e-12
0.01,0.20,1.00,2.00,10.00, 8.00,-0.43247151527535393,97.51404526353531,-0.49658122,0.07011567829342429,3.346739125561507e-12
0.01,0.20,1.00,2.00,4.00, 10.00,0.9588135977681775,117.35483239113995,0.9628035,0.08834309384420645,3.5156021157894765e-12
0.01,0.20,1.00,2.00,4.00, 3.00,-2.517910596458068,83.80878625447326,-2.6125,0.11104191490423157,4.119425057894734e-12
0.01,0.20,1.00,2.00,4.00, 5.00,-1.8567596880869348,86.57363927306281,-1.9,0.1101663687368421,4.811469552631578e-12
0.01,0.20,1.00,2.00,4.00, 8.00,-0.47503247854419495,97.80152277780124,-0.475,0.10690548440522106,8.866176310394255e-12
0.01,0.20,1.00,2.00,7.00, 1.00,-3.091659236032225,82.30615258264767,-3.0875,0.0876049419263158,1.0661081315789472e-11
0.01,0.20,1.00,2.00,7.00, 10.00,0.9588557678370556,116.10615195252652,0.74682438,0.07287851432977306,5.68092390039369e-12
0.01,0.20,1.00,2.00,7.00, 5.00,-1.8293695113600572,87.72190998247162,-1.9,0.08679389394035875,5.178988244710394e-12
0.01,0.20,1.00,2.00,7.00, 8.00,-0.4524669669739003,98.43204151205306,-0.52227437,0.08472189603544795,6.687506124281044e-12
0.01,0.20,1.25,1.50,10.00, 1.00,-3.1003743754851474,82.25177432912986,-3.1347744,0.07255501991175747,-2.99147871717021e-12
0.01,0.20,1.25,1.50,10.00, 10.00,0.9348904289700051,116.70494292491271,0.81073253,0.06456295926096006,6.332872459512658e-12
0.01,0.20,1.25,1.50,10.00, 3.00,-2.5002048594858337,81.91493447151785,-2.6125,0.07241892980172632,3.6135855131578966e-13
0.01,0.20,1.25,1.50,10.00, 5.00,-1.8335665122255616,85.96298461168364,-1.9,0.07218511736293179,2.4270584423190774e-12
0.01,0.20,1.25,1.50,10.00, 8.00,-0.45562440818762595,98.28264128785412,-0.475,0.07106596842834273,9.547165682860248e-14
0.01,0.20,1.25,1.50,4.00, 1.00,-3.1371446197875854,82.87029486782552,-3.1803543,0.1128689988232421,7.0681544467729185e-12
0.01,0.20,1.25,1.50,4.00, 10.00,0.9360133494192592,118.63108157667158,0.96581914,0.09398919554671605,8.5062812463387e-12
0.01,0.20,1.25,1.50,4.00, 3.00,-2.5433555415147184,76.88060081652027,-2.6611875,0.11243791199920422,3.505318137082272e-12
0.01,0.20,1.25,1.50,4.00, 5.00,-1.883651698857753,86.97790531691643,-1.9,0.11173990965232,3.3906671802631573e-12
0.01,0.20,1.25,1.50,4.00, 8.00,-0.5063043060021248,98.67401174143684,-0.475,0.10922626773921477,8.195163666623333e-12
0.01,0.20,1.25,1.50,7.00, 1.00,-3.041151959405338,87.50117009315542,-2.8069484,0.08725515924192001,-5.896564348141901e-12
0.01,0.20,1.25,1.50,7.00, 3.00,-2.586677583498968,82.3140042483497,-2.376796,0.08646079995498758,-9.42718230922634e-12
0.01,0.20,1.25,1.50,7.00, 5.00,-2.103048305376679,128.84788157097725,-1.6370575,0.08529445222509474,-2.04342302842642e-11
0.01,0.20,1.25,1.80,10.00, 1.00,-3.087740255262483,82.33946808853229,-3.0875,0.07161628476989979,-9.648326368421026e-13
0.01,0.20,1.25,1.80,10.00, 10.00,0.950167263446688,115.34293080564554,0.83723923,0.06245357323084645,8.469277909094401e-12
0.01,0.20,1.25,1.80,10.00, 5.00,-1.8219435835197104,85.886040112603,-1.9,0.07116653056677853,1.3687245684210529e-11
0.01,0.20,1.25,1.80,10.00, 8.00,-0.44232935331961964,98.39727725394013,-0.475,0.0698846287095141,6.094680024492797e-12
0.01,0.20,1.25,1.80,4.00, 1.00,-3.1249554299280544,83.36627038456884,-3.0875,0.11058076747368421,5.674878052631608e-13
0.01,0.20,1.25,1.80,4.00, 10.00,0.9514711939422485,112.31023922865509,0.72475275,0.08947910610513934,6.086672073684214e-12
0.01,0.20,1.25,1.80,4.00, 3.00,-2.5294156940551793,85.49164899853368,-2.6125,0.11005416867347789,1.3325859578947362e-11
0.01,0.20,1.25,1.80,4.00, 5.00,-1.8689267460889452,86.1154822813216,-1.9,0.1092527067296,6.590098778947365e-12
0.01,0.20,1.25,1.80,4.00, 8.00,-0.4945362664702725,92.45367306228658,-0.7125,0.10636756663836314,2.9485602389473692e-12
0.01,0.20,1.25,1.80,7.00, 1.00,-3.1022831372146698,82.75816101504122,-3.0875,0.08694416769473684,3.210672661498604e-12
0.01,0.20,1.25,1.80,7.00, 10.00,0.9507217500310771,115.509986874951,0.82819066,0.07362365480634842,3.792266486931198e-12
0.01,0.20,1.25,1.80,7.00, 3.00,-2.5043328544222727,86.87149424035515,-2.6125,0.08665235209601348,3.5868826263157916e-12
0.01,0.20,1.25,1.80,7.00, 5.00,-1.8414600506029288,77.33187831550646,-1.9472744,0.08623398186084126,5.619121671967994e-12
0.01,0.20,1.25,1.80,7.00, 8.00,-0.46716346518286794,97.28112183627721,-0.55491264,0.08437811952763222,4.663589787172248e-13
0.01,0.20,1.25,2.00,10.00, 1.00,-3.08052355707063,81.5201481101299,-3.0875,0.07100855384749474,4.198197452631581e-12
0.01,0.20,1.25,2.00,10.00, 10.00,0.9582200661768177,118.35263925813976,0.79159872,0.061136414360752116,3.5737600179775948e-12
0.01,0.20,1.25,2.00,10.00, 3.00,-2.4812205391661486,89.17663331359937,-2.6125,0.07081856514736842,5.2458602842105254e-12
0.01,0.20,1.25,2.00,10.00, 5.00,-1.8149015008976057,88.14147126583173,-1.9,0.07051221825181138,-1.694577737460526e-12
0.01,0.20,1.25,2.00,10.00, 8.00,-0.43290517810093865,98.05975337396004,-0.475,0.06911802385074274,1.0151091073952656e-11
0.01,0.20,1.25,2.00,4.00, 1.00,-3.118078757065452,82.60177510860494,-3.0875,0.10909072355973053,1.029557636842105e-11
0.01,0.20,1.25,2.00,4.00, 10.00,0.9597301987484825,115.38542175238132,0.81666536,0.08670806160682412,1.1121052083313981e-11
0.01,0.20,1.25,2.00,4.00, 3.00,-2.524804142071093,84.81601349443984,-2.6216356,0.10853330831578947,3.9870443436698845e-12
0.01,0.20,1.25,2.00,4.00, 5.00,-1.8636264279933201,86.30625383080798,-1.8853293000000002,0.10764829051998316,7.535296348586947e-12
0.01,0.20,1.25,2.00,4.00, 8.00,-0.4828986124617263,97.6418451118963,-0.52227437,0.10459362490101916,1.1190165525174962e-11
0.01,0.20,1.25,2.00,7.00, 1.00,-3.0954343797309334,82.03508319253929,-3.0875,0.08603939274736842,9.834635421052629e-12
0.01,0.20,1.25,2.00,7.00, 10.00,0.9580152388833496,111.52051372685898,0.74616667,0.07177192606901868,5.238612361049605e-12
0.01,0.20,1.25,2.00,7.00, 3.00,-2.4974843617567313,81.76495047496793,-2.6125,0.08571521388791031,-9.613328714473687e-13
0.01,0.20,1.25,2.00,7.00, 5.00,-1.83475700361658,89.35695740337805,-1.7111875,0.08523845643005053,-5.1345896482864865e-12
0.01,0.20,1.25,2.00,7.00, 8.00,-0.4550822569969348,98.26233664918816,-0.52227437,0.08323469025686737,9.275707135370947e-12
0.01,0.20,1.50,1.50,10.00, 1.00,-3.1033144400538717,82.94553711299395,-3.0875,0.07147562348958315,3.446459363157895e-12
0.01,0.20,1.50,1.50,10.00, 10.00,0.9338511511775771,116.5787322882119,0.72323616,0.06369150798690708,7.39963826823803e-12
0.01,0.20,1.50,1.50,10.00, 3.00,-2.5040441889414757,86.11288012853574,-2.6125,0.07133683116863664,6.668925065956788e-12
0.01,0.20,1.50,1.50,10.00, 5.00,-1.8385379656786063,82.60963630991635,-1.9,0.07110646751221895,-3.0516173776315786e-12
0.01,0.20,1.50,1.50,10.00, 8.00,-0.4620747755352014,97.78059344586244,-0.475,0.07003704685239565,1.0559028080108776e-11
0.01,0.20,1.50,1.50,4.00, 1.00,-3.1423720987232846,84.31829057977083,-3.0875,0.11026480215541894,-6.000953212500001e-12
0.01,0.20,1.50,1.50,4.00, 10.00,0.9348758204587452,98.71952772830824,0.68924614,0.09214873433284979,1.819484802580896e-12
0.01,0.20,1.50,1.50,4.00, 3.00,-2.5479995142555802,91.18310991126167,-2.4222744,0.10984097036698105,5.563025749020978e-12
0.01,0.20,1.50,1.50,4.00, 5.00,-1.8878800994610885,86.49550242007598,-1.9,0.10918246852631579,7.706706178947369e-13
0.01,0.20,1.50,1.50,4.00, 8.00,-0.5183563237406111,98.6125978831711,-0.475,0.10678111254654163,2.9063049263157898e-12
0.01,0.20,1.50,1.50,7.00, 1.00,-3.118794875203241,83.51704112599482,-3.0875,0.08673679688421053,2.918812427631578e-12
0.01,0.20,1.50,1.50,7.00, 10.00,0.9341691799190843,118.40767534515284,0.94640529,0.07536900112919354,7.529309842105268e-12
0.01,0.20,1.50,1.50,7.00, 3.00,-2.5212623581324403,87.85837393991544,-2.6125,0.08651764954736842,2.4427923989473704e-12
0.01,0.20,1.50,1.50,7.00, 5.00,-1.8582002462381018,87.48911114371882,-1.9,0.08614207989882779,1.7546723684211906e-14
0.01,0.20,1.50,1.50,7.00, 8.00,-0.48810345071408623,98.59091745861501,-0.475,0.08459622134569432,2.6778642153452736e-12
0.01,0.20,1.50,1.80,10.00, 1.00,-3.090806621820536,82.5874779568822,-3.0875,0.07056829172344169,7.49037917894737e-12
0.01,0.20,1.50,1.80,10.00, 10.00,0.9495538972472461,118.2055774354902,0.98660212,0.0616439342905919,1.8487783694736847e-12
0.01,0.20,1.50,1.80,10.00, 3.00,-2.4923022704096027,84.62478141546343,-2.4236875,0.07039425935519157,6.534404341056776e-13
0.01,0.20,1.50,1.80,10.00, 5.00,-1.8255459661606006,84.65073610443545,-1.9,0.07013623531795454,6.421439974342105e-12
0.01,0.20,1.50,1.80,10.00, 8.00,-0.44845708466291023,98.99171548839018,-0.52227437,0.06888485277867734,1.1513855146829499e-11
0.01,0.20,1.50,1.80,4.00, 1.00,-3.129195408633696,83.50251307297155,-3.0875,0.10807739957894737,6.013410968421052e-12
0.01,0.20,1.50,1.80,4.00, 10.00,0.9504222827177354,117.5237527425528,0.93568488,0.0878038713837743,3.683316092105262e-12
0.01,0.20,1.50,1.80,4.00, 3.00,-2.534178952959229,82.86565153488901,-2.6125,0.10756247204295578,4.7415923242889966e-12
0.01,0.20,1.50,1.80,4.00, 5.00,-1.8730756468763048,86.21090442502354,-1.9,0.10678721266995789,4.86453955e-12
0.01,0.20,1.50,1.80,4.00, 8.00,-0.5020307422901179,98.256106488366,-0.475,0.10406410286507961,3.458529049360167e-12
0.01,0.20,1.50,1.80,7.00, 1.00,-3.1058309759383262,82.37198779088298,-3.0875,0.08539277793585853,5.752745365789472e-12
0.01,0.20,1.50,1.80,7.00, 10.00,0.9498654007807066,117.36134639610754,0.92296683,0.0724934897536855,3.562714757499998e-12
0.01,0.20,1.50,1.80,7.00, 3.00,-2.508612975761108,84.21806267029096,-2.6125,0.0851096768241162,9.163274252631579e-12
0.01,0.20,1.50,1.80,7.00, 5.00,-1.8454467404017958,87.57062351692205,-1.9,0.08467982003082947,4.334059889473686e-12
0.01,0.20,1.50,1.80,7.00, 8.00,-0.470965532926345,93.13331451917799,-0.63661046,0.08291814667332072,7.748856381230653e-12
0.01,0.20,1.50,2.00,10.00, 1.00,-3.083727070355037,84.04603519169923,-3.0372605999999998,0.06997341732636744,2.5108209199972207e-12
0.01,0.20,1.50,2.00,10.00, 10.00,0.9579866713820511,105.08100138842782,0.7121316999999999,0.060343639379877315,1.0152426312797664e-11
0.01,0.20,1.50,2.00,10.00, 3.00,-2.4848627337228826,87.16495096688978,-2.5928478,0.06977270494350767,1.6181456508104119e-12
0.01,0.20,1.50,2.00,10.00, 5.00,-1.8205088996327532,88.26097960629582,-1.9,0.06948211273319074,5.913555048028286e-12
0.01,0.20,1.50,2.00,10.00, 8.00,-0.43665718941266785,98.14866837625354,-0.40423094,0.06813600775494147,-3.2211668821037107e-12
0.01,0.20,1.50,2.00,4.00, 1.00,-3.122126112735957,83.02698835912867,-3.0875,0.10666750347250527,1.4239663131578959e-12
0.01,0.20,1.50,2.00,4.00, 10.00,0.976081652212477,109.16714358291227,1.3263758999999997,0.08513484315694764,1.9160236578947356e-12
0.01,0.20,1.50,2.00,4.00, 3.00,-2.5272909810880635,85.59921771389739,-2.6125,0.10609570880908632,2.229922596842106e-12
0.01,0.20,1.50,2.00,4.00, 5.00,-1.8675968401757614,85.48198255143551,-1.9,0.10525778031578947,5.837942915156205e-12
0.01,0.20,1.50,2.00,4.00, 8.00,-0.4916150124306655,97.75793865137524,-0.475,0.10233883847930521,6.245058099977454e-12
0.01,0.20,1.50,2.00,7.00, 1.00,-3.099761216207685,81.69935646686008,-3.0875,0.08451547876636126,2.0802158526315784e-12
0.01,0.20,1.50,2.00,7.00, 10.00,0.960370634425522,115.61257259283724,0.71760749,0.07068469407479114,4.64823699473684e-12
0.01,0.20,1.50,2.00,7.00, 3.00,-2.501410145964393,78.57639714391055,-2.6125,0.08420258296466863,8.277808747368423e-12
0.01,0.20,1.50,2.00,7.00, 5.00,-1.8376357397377545,88.01931002154744,-1.9,0.08374604762798905,1.529215446052632e-13
0.01,0.20,1.50,2.00,7.00, 8.00,-0.46090162359566855,98.1958055135899,-0.475,0.08182244518666947,4.024621855769892e-12
0.01,0.25,0.75,1.50,10.00, 1.00,-4.09702738470881,77.55006536835336,-4.1303543,0.09439459952631579,5.121111490860842e-12
0.01,0.25,0.75,1.50,10.00, 10.00,0.648338979804713,108.58966381954703,0.35822009999999993,0.08779417372968337,2.6483107393793617e-12
0.01,0.25,0.75,1.50,10.00, 3.00,-3.4082637594812653,84.00536428573317,-3.325,0.09397511954736842,5.613128210526318e-12
0.01,0.25,0.75,1.50,10.00, 5.00,-2.66014427654385,83.86964932920687,-2.6125,0.09341493853837995,9.079355552716796e-12
0.01,0.25,0.75,1.50,10.00, 8.00,-1.2024328008208103,91.04015002311364,-1.1875,0.09198947360206619,3.130925521052633e-12
0.01,0.25,0.75,1.50,4.00, 1.00,-4.12399904352515,82.77473246908893,-4.0375,0.1412405746107158,4.051146752631578e-12
0.01,0.25,0.75,1.50,4.00, 10.00,0.6472016983057537,104.3472697907365,0.39452994,0.12630824348506947,3.0252254681776666e-12
0.01,0.25,0.75,1.50,4.00, 5.00,-2.6970292872827875,80.18906055783758,-2.85,0.13894185447228632,6.3143686435439235e-12
0.01,0.25,0.75,1.50,4.00, 8.00,-1.256630522522718,92.00525445395117,-1.1875,0.13529835143514854,5.8571188079380134e-12
0.01,0.25,0.75,1.50,7.00, 1.00,-4.107324294857077,81.5950493823895,-4.0375,0.11316496520757895,5.047248528064508e-12
0.01,0.25,0.75,1.50,7.00, 10.00,0.6454196533461096,115.03851646574537,0.5968165,0.10362825134527999,1.7062201779584103e-12
0.01,0.25,0.75,1.50,7.00, 3.00,-3.420496615370793,84.86772749343872,-3.325,0.11254796403145263,-4.616609081578946e-12
0.01,0.25,0.75,1.50,7.00, 5.00,-2.67620564676819,84.54358020434839,-2.6125,0.11173911691489684,3.5182569473684196e-12
0.01,0.25,0.75,1.50,7.00, 8.00,-1.2284968268400818,91.39965055454721,-1.1875,0.10956804306743387,4.7528928736842125e-12
0.01,0.25,0.75,1.80,10.00, 1.00,-4.084652183947493,80.36458061023588,-4.0375,0.09312334776842104,6.9430866157894745e-12
0.01,0.25,0.75,1.80,10.00, 10.00,0.6653947891383101,106.95399487788403,0.49487128,0.08553126746406653,1.4556025853639153e-11
0.01,0.25,0.75,1.80,10.00, 3.00,-3.396470398043649,83.26965146366618,-3.325,0.09263662807950315,8.776974794736841e-12
0.01,0.25,0.75,1.80,10.00, 5.00,-2.649797073711797,83.46611776951018,-2.6125,0.0919932619739019,1.947023705263158e-12
0.01,0.25,0.75,1.80,10.00, 8.00,-1.193372858340013,89.7041140373852,-1.2347743999999998,0.09032632560356928,7.8091052990912e-12
0.01,0.25,0.75,1.80,4.00, 1.00,-4.111025977588432,81.75908780855488,-4.0375,0.13836873042105263,1.1389064315789474e-11
0.01,0.25,0.75,1.80,4.00, 10.00,0.6624100718890666,111.64810479077825,0.46079582,0.12158783457530688,5.1883534947368434e-12
0.01,0.25,0.75,1.80,4.00, 3.00,-3.426328155733569,85.39166422764872,-3.325,0.1372483487368421,-2.96726292105264e-13
0.01,0.25,0.75,1.80,4.00, 5.00,-2.6850172428930885,84.84989142162708,-2.6125,0.1357618982187116,4.623714378947368e-12
0.01,0.25,0.75,1.80,4.00, 8.00,-1.24132822936432,90.23298217811502,-1.2347743999999998,0.13159347813957054,-5.104877265383151e-12
0.01,0.25,0.75,1.80,7.00, 1.00,-4.095122397007945,80.69968702374582,-4.0375,0.11132156136842106,1.3792504600000006e-12
0.01,0.25,0.75,1.80,7.00, 10.00,0.6639542018583448,108.12884691197978,0.48995857,0.1004539960172362,1.3467955736842107e-11
0.01,0.25,0.75,1.80,7.00, 3.00,-3.408375577739034,79.3573466438757,-3.5625,0.11062177979713685,3.861211213157898e-12
0.01,0.25,0.75,1.80,7.00, 5.00,-2.6645014790024226,83.88032105455592,-2.6125,0.10968219977128421,2.6581074026315786e-12
0.01,0.25,0.75,1.80,7.00, 8.00,-1.212215283345465,90.14016078989737,-1.1807298000000002,0.10717355491587631,1.1040381419032334e-11
0.01,0.25,0.75,2.00,10.00, 1.00,-4.078561361889214,79.69261111488277,-4.0375,0.09229017525263158,1.523659051996364e-11
0.01,0.25,0.75,2.00,10.00, 10.00,0.6740954063438672,114.65416672202622,0.66661604,0.08408313612234714,8.715305206051869e-12
0.01,0.25,0.75,2.00,10.00, 3.00,-3.390124737396162,82.8696305217618,-3.325,0.09177759430526315,1.0307511384210527e-11
0.01,0.25,0.75,2.00,10.00, 5.00,-2.6441268935897306,83.1334083592527,-2.6125,0.09107297519518737,1.2519341210526314e-11
0.01,0.25,0.75,2.00,10.00, 8.00,-1.1859268156760467,89.87616180388666,-1.1994534,0.08926204296084504,-1.0536468755779616e-14
0.01,0.25,0.75,2.00,4.00, 1.00,-4.104780069290731,78.46000239068648,-4.0847744,0.1365035561780758,1.9875253348320568e-13
0.01,0.25,0.75,2.00,4.00, 10.00,0.6758550626794076,114.41495974212248,0.67029005,0.11861780263761584,7.145860526462652e-12
0.01,0.25,0.75,2.00,4.00, 3.00,-3.420777370980239,79.16185196266082,-3.4195488,0.1353211505725684,2.5231345142969927e-12
0.01,0.25,0.75,2.00,4.00, 5.00,-2.6781444627895965,84.40791719606558,-2.6125,0.1337162862307284,6.024155205263154e-12
0.01,0.25,0.75,2.00,4.00, 8.00,-1.233916433056954,89.73838193155939,-1.2347743999999998,0.1292423719632173,-1.447526712821916e-14
0.01,0.25,0.75,2.00,7.00, 1.00,-4.088628346056064,80.29311463181863,-4.0375,0.11012463136842106,6.830173963157898e-12
0.01,0.25,0.75,2.00,7.00, 10.00,0.6929100319512467,113.53619320599358,0.59690862,0.0984634186497855,5.884123178947371e-12
0.01,0.25,0.75,2.00,7.00, 3.00,-3.4021275583939796,83.6184044483264,-3.325,0.10937822621052631,1.0954514144736844e-11
0.01,0.25,0.75,2.00,7.00, 5.00,-2.6575882337635157,83.47514608338336,-2.6125,0.10835529339317053,6.352799284868422e-12
0.01,0.25,0.75,2.00,7.00, 8.00,-1.2050255599287547,89.7460446225851,-1.1994534,0.10564582023337685,4.218967088103381e-12
0.01,0.25,1.00,1.50,10.00, 1.00,-4.099124480104736,81.2025784893993,-4.0375,0.0931115983894737,9.051985742105267e-12
0.01,0.25,1.00,1.50,10.00, 10.00,0.647807006915073,116.8239659096296,0.7156768,0.0866510690267621,-1.5178812321037381e-12
0.01,0.25,1.00,1.50,10.00, 3.00,-3.410971695099099,84.19678386518582,-3.325,0.09269838498947368,-3.6612600215695896e-13
0.01,0.25,1.00,1.50,10.00, 5.00,-2.6654917657749007,84.25963782709785,-2.6125,0.0921565981599259,7.291333907894739e-12
0.01,0.25,1.00,1.50,10.00, 8.00,-1.211749651245175,90.4353565682814,-1.2820486999999998,0.09074128692350315,4.222310766523185e-12
0.01,0.25,1.00,1.50,4.00, 1.00,-4.1290645546796645,76.10238821855043,-4.3695488,0.13838970157894737,6.402672960034065e-12
0.01,0.25,1.00,1.50,4.00, 10.00,0.6464635382132462,114.7383891604172,0.5714575,0.1240014725340456,6.177776200612e-13
0.01,0.25,1.00,1.50,4.00, 3.00,-3.4461353007546998,78.83069523538182,-3.562785,0.1374071270838253,6.171086905118907e-12
0.01,0.25,1.00,1.50,4.00, 5.00,-2.7011058496697533,83.45625445901963,-2.654282,0.1361394160374835,4.4424750039027934e-12
0.01,0.25,1.00,1.50,7.00, 1.00,-4.1101900157868165,81.87715736788033,-4.0375,0.11132601784421052,1.2482560000000001e-11
0.01,0.25,1.00,1.50,7.00, 10.00,0.6451252508020248,114.52389867035521,0.57736767,0.1020645564848,-2.6473498635469057e-13
0.01,0.25,1.00,1.50,7.00, 3.00,-3.4235470365807004,85.1785775363512,-3.325,0.11072119966064842,5.703798038947373e-12
0.01,0.25,1.00,1.50,7.00, 5.00,-2.67902236722035,84.6662905642048,-2.6125,0.10993036369552,3.1775653789473668e-12
0.01,0.25,1.00,1.50,7.00, 8.00,-1.2281212998991775,91.31250985842331,-1.1875,0.10780380820885695,8.517233647368423e-12
0.01,0.25,1.00,1.80,10.00, 1.00,-4.087045089776608,80.50672972440061,-4.0375,0.09187611273684211,4.819834999999999e-12
0.01,0.25,1.00,1.80,10.00, 10.00,0.6677147242402764,114.15606288891995,0.57450455,0.08446224633773475,2.657962526315785e-13
0.01,0.25,1.00,1.80,10.00, 3.00,-3.399006312348601,83.39034907319991,-3.325,0.09140664315636042,4.064831073684207e-12
0.01,0.25,1.00,1.80,10.00, 5.00,-2.6529168986053584,83.39934529726425,-2.6125,0.09077839601865431,2.399548131578948e-12
0.01,0.25,1.00,1.80,10.00, 8.00,-1.1998460814249532,90.57573756398696,-1.1875,0.08914158898433124,1.3761516210526348e-12
0.01,0.25,1.00,1.80,4.00, 1.00,-4.1179755459242715,80.30428707347993,-4.0641176,0.13560221443194023,-3.9946343544236145e-12
0.01,0.25,1.00,1.80,4.00, 10.00,0.6740287181912744,114.41653329928765,0.41410394,0.11942310111120728,5.356515152940811e-12
0.01,0.25,1.00,1.80,4.00, 3.00,-3.4308761919470414,78.14942233475745,-3.5266612999999998,0.13449935885287487,1.1874757224943153e-11
0.01,0.25,1.00,1.80,4.00, 5.00,-2.69044289733699,80.85301123130627,-2.7568023,0.1330455571612833,8.758815868072486e-12
0.01,0.25,1.00,1.80,4.00, 8.00,-1.2479891569630848,85.60421555812573,-1.360743,0.12903366504917646,2.1044733614473712e-12
0.01,0.25,1.00,1.80,7.00, 1.00,-4.097829738212778,80.94847181797341,-4.0375,0.10952958968421052,7.115634986842101e-12
